Theatre Name,Venue Code,booking-url,Datetime,Session ID,Availability,Sold tickets,Total tickets,Show Gross
"PVR: Venu Mall, Nizamabad",VEMN,https://in.bookmyshow.com/serv/getData?cmd=GETSHOWINFOJSON&vid=VEMN&ssid=3062&format=json,202301112240,3062,A,27,370,8020.0
Sri Venkateswara Talkies: Mancherial,VTMH,https://in.bookmyshow.com/serv/getData?cmd=GETSHOWINFOJSON&vid=VTMH&ssid=3816&format=json,202301111100,3816,A,56,714,6160.0
Sri Venkateswara Talkies: Mancherial,VTMH,https://in.bookmyshow.com/serv/getData?cmd=GETSHOWINFOJSON&vid=VTMH&ssid=3817&format=json,202301111400,3817,A,0,714,0.0
Sri Venkateswara Talkies: Mancherial,VTMH,https://in.bookmyshow.com/serv/getData?cmd=GETSHOWINFOJSON&vid=VTMH&ssid=3824&format=json,202301111800,3824,A,0,714,0.0
Sri Venkateswara Talkies: Mancherial,VTMH,https://in.bookmyshow.com/serv/getData?cmd=GETSHOWINFOJSON&vid=VTMH&ssid=3819&format=json,202301112100,3819,A,54,714,5940.0
Venkateshwara Theater: Miryalaguda,VIRY,https://in.bookmyshow.com/serv/getData?cmd=GETSHOWINFOJSON&vid=VIRY&ssid=317&format=json,202301111115,317,A,1,803,110.0
Venkateshwara Theater: Miryalaguda,VIRY,https://in.bookmyshow.com/serv/getData?cmd=GETSHOWINFOJSON&vid=VIRY&ssid=318&format=json,202301111415,318,A,0,803,0.0
Venkateshwara Theater: Miryalaguda,VIRY,https://in.bookmyshow.com/serv/getData?cmd=GETSHOWINFOJSON&vid=VIRY&ssid=319&format=json,202301111815,319,A,0,803,0.0
Venkateshwara Theater: Miryalaguda,VIRY,https://in.bookmyshow.com/serv/getData?cmd=GETSHOWINFOJSON&vid=VIRY&ssid=320&format=json,202301112100,320,A,0,803,0.0
Asian Balaji 70MM A/C: Siddipet,ASBL,https://in.bookmyshow.com/serv/getData?cmd=GETSHOWINFOJSON&vid=ASBL&ssid=5019&format=json,202301111100,5019,A,76,553,8360.0
Asian Balaji 70MM A/C: Siddipet,ASBL,https://in.bookmyshow.com/serv/getData?cmd=GETSHOWINFOJSON&vid=ASBL&ssid=5020&format=json,202301111400,5020,A,73,553,8030.0
Asian Balaji 70MM A/C: Siddipet,ASBL,https://in.bookmyshow.com/serv/getData?cmd=GETSHOWINFOJSON&vid=ASBL&ssid=5021&format=json,202301111800,5021,A,72,553,7920.0
Asian Balaji 70MM A/C: Siddipet,ASBL,https://in.bookmyshow.com/serv/getData?cmd=GETSHOWINFOJSON&vid=ASBL&ssid=5022&format=json,202301112100,5022,A,72,553,7920.0
Venkateswara Theatre: Nalgonda,VTNL,https://in.bookmyshow.com/serv/getData?cmd=GETSHOWINFOJSON&vid=VTNL&ssid=3877&format=json,202301111100,3877,A,0,1068,0.0
Venkateswara Theatre: Nalgonda,VTNL,https://in.bookmyshow.com/serv/getData?cmd=GETSHOWINFOJSON&vid=VTNL&ssid=3878&format=json,202301111400,3878,A,0,1080,0.0
Venkateswara Theatre: Nalgonda,VTNL,https://in.bookmyshow.com/serv/getData?cmd=GETSHOWINFOJSON&vid=VTNL&ssid=3879&format=json,202301111800,3879,A,0,1080,0.0
Venkateswara Theatre: Nalgonda,VTNL,https://in.bookmyshow.com/serv/getData?cmd=GETSHOWINFOJSON&vid=VTNL&ssid=3880&format=json,202301112100,3880,A,0,1078,0.0
Balaji Cine Villa: Vijayawada,BLJI,https://in.bookmyshow.com/serv/getData?cmd=GETSHOWINFOJSON&vid=BLJI&ssid=7924&format=json,202301111115,7924,A,27,469,3024.0
Balaji Cine Villa: Vijayawada,BLJI,https://in.bookmyshow.com/serv/getData?cmd=GETSHOWINFOJSON&vid=BLJI&ssid=7925&format=json,202301111430,7925,A,21,469,2352.0
Balaji Cine Villa: Vijayawada,BLJI,https://in.bookmyshow.com/serv/getData?cmd=GETSHOWINFOJSON&vid=BLJI&ssid=7926&format=json,202301111815,7926,A,26,469,2912.0
Balaji Cine Villa: Vijayawada,BLJI,https://in.bookmyshow.com/serv/getData?cmd=GETSHOWINFOJSON&vid=BLJI&ssid=7927&format=json,202301112130,7927,A,44,469,4928.0
"Cinepolis: Power One Mall, Vijayawada",CPOV,https://in.bookmyshow.com/serv/getData?cmd=GETSHOWINFOJSON&vid=CPOV&ssid=21743&format=json,202301111000,21743,A,33,166,4851.0
"Cinepolis: Power One Mall, Vijayawada",CPOV,https://in.bookmyshow.com/serv/getData?cmd=GETSHOWINFOJSON&vid=CPOV&ssid=21748&format=json,202301111100,21748,A,31,293,4557.0
"Cinepolis: Power One Mall, Vijayawada",CPOV,https://in.bookmyshow.com/serv/getData?cmd=GETSHOWINFOJSON&vid=CPOV&ssid=21744&format=json,202301111300,21744,A,24,166,3528.0
"Cinepolis: Power One Mall, Vijayawada",CPOV,https://in.bookmyshow.com/serv/getData?cmd=GETSHOWINFOJSON&vid=CPOV&ssid=21749&format=json,202301111400,21749,A,31,293,4557.0
"Cinepolis: Power One Mall, Vijayawada",CPOV,https://in.bookmyshow.com/serv/getData?cmd=GETSHOWINFOJSON&vid=CPOV&ssid=21745&format=json,202301111600,21745,A,28,166,4116.0
"Cinepolis: Power One Mall, Vijayawada",CPOV,https://in.bookmyshow.com/serv/getData?cmd=GETSHOWINFOJSON&vid=CPOV&ssid=21750&format=json,202301111700,21750,A,30,293,4410.0
"Cinepolis: Power One Mall, Vijayawada",CPOV,https://in.bookmyshow.com/serv/getData?cmd=GETSHOWINFOJSON&vid=CPOV&ssid=21746&format=json,202301111900,21746,A,24,166,3528.0
"Cinepolis: Power One Mall, Vijayawada",CPOV,https://in.bookmyshow.com/serv/getData?cmd=GETSHOWINFOJSON&vid=CPOV&ssid=21751&format=json,202301112000,21751,A,29,289,4263.0
"Cinepolis: Power One Mall, Vijayawada",CPOV,https://in.bookmyshow.com/serv/getData?cmd=GETSHOWINFOJSON&vid=CPOV&ssid=21747&format=json,202301112200,21747,A,21,163,3087.0
"Cinepolis: Power One Mall, Vijayawada",CPOV,https://in.bookmyshow.com/serv/getData?cmd=GETSHOWINFOJSON&vid=CPOV&ssid=21752&format=json,202301112300,21752,A,30,293,4410.0
"Cinepolis: PVP Square Mall, Vijayawada",CPVJ,https://in.bookmyshow.com/serv/getData?cmd=GETSHOWINFOJSON&vid=CPVJ&ssid=90142&format=json,202301111000,90142,A,13,278,3835.0
"Cinepolis: PVP Square Mall, Vijayawada",CPVJ,https://in.bookmyshow.com/serv/getData?cmd=GETSHOWINFOJSON&vid=CPVJ&ssid=90146&format=json,202301111050,90146,A,12,197,3540.0
"Cinepolis: PVP Square Mall, Vijayawada",CPVJ,https://in.bookmyshow.com/serv/getData?cmd=GETSHOWINFOJSON&vid=CPVJ&ssid=90143&format=json,202301111310,90143,A,10,275,2950.0
"Cinepolis: PVP Square Mall, Vijayawada",CPVJ,https://in.bookmyshow.com/serv/getData?cmd=GETSHOWINFOJSON&vid=CPVJ&ssid=90147&format=json,202301111355,90147,A,16,197,4248.0
"Cinepolis: PVP Square Mall, Vijayawada",CPVJ,https://in.bookmyshow.com/serv/getData?cmd=GETSHOWINFOJSON&vid=CPVJ&ssid=90141&format=json,202301111615,90141,A,13,278,3835.0
"Cinepolis: PVP Square Mall, Vijayawada",CPVJ,https://in.bookmyshow.com/serv/getData?cmd=GETSHOWINFOJSON&vid=CPVJ&ssid=90148&format=json,202301111700,90148,A,15,197,4071.0
"Cinepolis: PVP Square Mall, Vijayawada",CPVJ,https://in.bookmyshow.com/serv/getData?cmd=GETSHOWINFOJSON&vid=CPVJ&ssid=90144&format=json,202301111920,90144,A,22,278,5428.0
"Cinepolis: PVP Square Mall, Vijayawada",CPVJ,https://in.bookmyshow.com/serv/getData?cmd=GETSHOWINFOJSON&vid=CPVJ&ssid=90149&format=json,202301112005,90149,A,22,197,5310.0
"Cinepolis: PVP Square Mall, Vijayawada",CPVJ,https://in.bookmyshow.com/serv/getData?cmd=GETSHOWINFOJSON&vid=CPVJ&ssid=90145&format=json,202301112225,90145,A,17,278,4543.0
"Cinepolis: PVP Square Mall, Vijayawada",CPVJ,https://in.bookmyshow.com/serv/getData?cmd=GETSHOWINFOJSON&vid=CPVJ&ssid=90150&format=json,202301112310,90150,A,12,197,3540.0
G3 Raj Yuvraj (4K Dolby Atmos): Vijayawada,GRYJ,https://in.bookmyshow.com/serv/getData?cmd=GETSHOWINFOJSON&vid=GRYJ&ssid=23576&format=json,202301111115,23576,A,3,112,531.0
G3 Raj Yuvraj (4K Dolby Atmos): Vijayawada,GRYJ,https://in.bookmyshow.com/serv/getData?cmd=GETSHOWINFOJSON&vid=GRYJ&ssid=23577&format=json,202301111400,23577,A,9,112,1593.0
G3 Raj Yuvraj (4K Dolby Atmos): Vijayawada,GRYJ,https://in.bookmyshow.com/serv/getData?cmd=GETSHOWINFOJSON&vid=GRYJ&ssid=23578&format=json,202301111650,23578,A,7,112,1239.0
G3 Raj Yuvraj (4K Dolby Atmos): Vijayawada,GRYJ,https://in.bookmyshow.com/serv/getData?cmd=GETSHOWINFOJSON&vid=GRYJ&ssid=23579&format=json,202301111940,23579,A,5,112,885.0
G3 Raj Yuvraj (4K Dolby Atmos): Vijayawada,GRYJ,https://in.bookmyshow.com/serv/getData?cmd=GETSHOWINFOJSON&vid=GRYJ&ssid=23580&format=json,202301112230,23580,A,8,112,1416.0
"INOX: Laila Mall, M.G. Road",LAIM,https://in.bookmyshow.com/serv/getData?cmd=GETSHOWINFOJSON&vid=LAIM&ssid=284&format=json,202301111110,284,A,64,319,14278.0
"INOX: Laila Mall, M.G. Road",LAIM,https://in.bookmyshow.com/serv/getData?cmd=GETSHOWINFOJSON&vid=LAIM&ssid=288&format=json,202301111250,288,A,52,321,11918.0
"INOX: Laila Mall, M.G. Road",LAIM,https://in.bookmyshow.com/serv/getData?cmd=GETSHOWINFOJSON&vid=LAIM&ssid=289&format=json,202301111600,289,A,59,321,12449.0
"INOX: Laila Mall, M.G. Road",LAIM,https://in.bookmyshow.com/serv/getData?cmd=GETSHOWINFOJSON&vid=LAIM&ssid=290&format=json,202301111910,290,A,61,321,13393.0
"INOX: Laila Mall, M.G. Road",LAIM,https://in.bookmyshow.com/serv/getData?cmd=GETSHOWINFOJSON&vid=LAIM&ssid=291&format=json,202301112220,291,A,52,321,11328.0
"INOX: LEPL Icon, Patamata",INVP,https://in.bookmyshow.com/serv/getData?cmd=GETSHOWINFOJSON&vid=INVP&ssid=62710&format=json,202301110940,62710,A,33,352,6785.0
"INOX: LEPL Icon, Patamata",INVP,https://in.bookmyshow.com/serv/getData?cmd=GETSHOWINFOJSON&vid=INVP&ssid=62720&format=json,202301111040,62720,A,24,321,4956.0
"INOX: LEPL Icon, Patamata",INVP,https://in.bookmyshow.com/serv/getData?cmd=GETSHOWINFOJSON&vid=INVP&ssid=62711&format=json,202301111245,62711,A,27,352,5487.0
"INOX: LEPL Icon, Patamata",INVP,https://in.bookmyshow.com/serv/getData?cmd=GETSHOWINFOJSON&vid=INVP&ssid=62712&format=json,202301111550,62712,A,26,352,5310.0
"INOX: LEPL Icon, Patamata",INVP,https://in.bookmyshow.com/serv/getData?cmd=GETSHOWINFOJSON&vid=INVP&ssid=62722&format=json,202301111640,62722,A,24,321,4956.0
"INOX: LEPL Icon, Patamata",INVP,https://in.bookmyshow.com/serv/getData?cmd=GETSHOWINFOJSON&vid=INVP&ssid=62713&format=json,202301111855,62713,A,24,352,4956.0
"INOX: LEPL Icon, Patamata",INVP,https://in.bookmyshow.com/serv/getData?cmd=GETSHOWINFOJSON&vid=INVP&ssid=62714&format=json,202301112200,62714,A,24,352,4956.0
"INOX: Urvasi Complex, Gandhi Nagar",INVJ,https://in.bookmyshow.com/serv/getData?cmd=GETSHOWINFOJSON&vid=INVJ&ssid=46555&format=json,202301111010,46555,A,40,570,7080.0
"INOX: Urvasi Complex, Gandhi Nagar",INVJ,https://in.bookmyshow.com/serv/getData?cmd=GETSHOWINFOJSON&vid=INVJ&ssid=46565&format=json,202301111125,46565,A,17,282,3009.0
"INOX: Urvasi Complex, Gandhi Nagar",INVJ,https://in.bookmyshow.com/serv/getData?cmd=GETSHOWINFOJSON&vid=INVJ&ssid=46556&format=json,202301111315,46556,A,34,570,6018.0
"INOX: Urvasi Complex, Gandhi Nagar",INVJ,https://in.bookmyshow.com/serv/getData?cmd=GETSHOWINFOJSON&vid=INVJ&ssid=46557&format=json,202301111620,46557,A,34,570,6018.0
"INOX: Urvasi Complex, Gandhi Nagar",INVJ,https://in.bookmyshow.com/serv/getData?cmd=GETSHOWINFOJSON&vid=INVJ&ssid=46567&format=json,202301111825,46567,A,16,282,2832.0
"INOX: Urvasi Complex, Gandhi Nagar",INVJ,https://in.bookmyshow.com/serv/getData?cmd=GETSHOWINFOJSON&vid=INVJ&ssid=46558&format=json,202301111925,46558,A,38,570,6726.0
"INOX: Urvasi Complex, Gandhi Nagar",INVJ,https://in.bookmyshow.com/serv/getData?cmd=GETSHOWINFOJSON&vid=INVJ&ssid=46568&format=json,202301112130,46568,A,16,282,2832.0
"INOX: Urvasi Complex, Gandhi Nagar",INVJ,https://in.bookmyshow.com/serv/getData?cmd=GETSHOWINFOJSON&vid=INVJ&ssid=46559&format=json,202301112230,46559,A,34,570,6018.0
Kapardhi Theatre A/C DTS: Vijayawada,KTVJ,https://in.bookmyshow.com/serv/getData?cmd=GETSHOWINFOJSON&vid=KTVJ&ssid=5509&format=json,202301111130,5509,A,48,433,4992.0
Kapardhi Theatre A/C DTS: Vijayawada,KTVJ,https://in.bookmyshow.com/serv/getData?cmd=GETSHOWINFOJSON&vid=KTVJ&ssid=5510&format=json,202301111430,5510,A,11,433,1148.0
Kapardhi Theatre A/C DTS: Vijayawada,KTVJ,https://in.bookmyshow.com/serv/getData?cmd=GETSHOWINFOJSON&vid=KTVJ&ssid=5511&format=json,202301111830,5511,A,34,433,3304.0
Kapardhi Theatre A/C DTS: Vijayawada,KTVJ,https://in.bookmyshow.com/serv/getData?cmd=GETSHOWINFOJSON&vid=KTVJ&ssid=5512&format=json,202301112130,5512,A,33,433,3552.0
"Miraj Cinemas, Shanti Prashanti: Vijayawada",MCVJ,https://in.bookmyshow.com/serv/getData?cmd=GETSHOWINFOJSON&vid=MCVJ&ssid=26856&format=json,202301111130,26856,A,0,483,0.0
"Miraj Cinemas, Shanti Prashanti: Vijayawada",MCVJ,https://in.bookmyshow.com/serv/getData?cmd=GETSHOWINFOJSON&vid=MCVJ&ssid=26857&format=json,202301111445,26857,A,0,483,0.0
"Miraj Cinemas, Shanti Prashanti: Vijayawada",MCVJ,https://in.bookmyshow.com/serv/getData?cmd=GETSHOWINFOJSON&vid=MCVJ&ssid=26858&format=json,202301111845,26858,A,3,483,531.0
"Miraj Cinemas, Shanti Prashanti: Vijayawada",MCVJ,https://in.bookmyshow.com/serv/getData?cmd=GETSHOWINFOJSON&vid=MCVJ&ssid=26859&format=json,202301112200,26859,A,2,483,354.0
"PVR: Ripples, Vijayawada",PVVJ,https://in.bookmyshow.com/serv/getData?cmd=GETSHOWINFOJSON&vid=PVVJ&ssid=63690&format=json,202301110920,63690,A,26,248,4602.0
"PVR: Ripples, Vijayawada",PVVJ,https://in.bookmyshow.com/serv/getData?cmd=GETSHOWINFOJSON&vid=PVVJ&ssid=63685&format=json,202301111020,63685,A,29,240,5133.0
"PVR: Ripples, Vijayawada",PVVJ,https://in.bookmyshow.com/serv/getData?cmd=GETSHOWINFOJSON&vid=PVVJ&ssid=63691&format=json,202301111230,63691,A,19,248,3599.0
"PVR: Ripples, Vijayawada",PVVJ,https://in.bookmyshow.com/serv/getData?cmd=GETSHOWINFOJSON&vid=PVVJ&ssid=63686&format=json,202301111330,63686,A,34,240,7670.0
"PVR: Ripples, Vijayawada",PVVJ,https://in.bookmyshow.com/serv/getData?cmd=GETSHOWINFOJSON&vid=PVVJ&ssid=63692&format=json,202301111540,63692,A,35,248,8083.0
"PVR: Ripples, Vijayawada",PVVJ,https://in.bookmyshow.com/serv/getData?cmd=GETSHOWINFOJSON&vid=PVVJ&ssid=63687&format=json,202301111640,63687,A,33,240,7493.0
"PVR: Ripples, Vijayawada",PVVJ,https://in.bookmyshow.com/serv/getData?cmd=GETSHOWINFOJSON&vid=PVVJ&ssid=63693&format=json,202301111850,63693,A,55,248,11623.0
"PVR: Ripples, Vijayawada",PVVJ,https://in.bookmyshow.com/serv/getData?cmd=GETSHOWINFOJSON&vid=PVVJ&ssid=63688&format=json,202301111950,63688,A,62,240,12626.0
"PVR: Ripples, Vijayawada",PVVJ,https://in.bookmyshow.com/serv/getData?cmd=GETSHOWINFOJSON&vid=PVVJ&ssid=63689&format=json,202301112300,63689,A,64,240,12980.0
Ramgopal Theater: Vijayawada,RMTV,https://in.bookmyshow.com/serv/getData?cmd=GETSHOWINFOJSON&vid=RMTV&ssid=13009&format=json,202301111100,13009,A,2,130,130.0
Ramgopal Theater: Vijayawada,RMTV,https://in.bookmyshow.com/serv/getData?cmd=GETSHOWINFOJSON&vid=RMTV&ssid=13008&format=json,202301111415,13008,A,1,130,65.0
Ramgopal Theater: Vijayawada,RMTV,https://in.bookmyshow.com/serv/getData?cmd=GETSHOWINFOJSON&vid=RMTV&ssid=13010&format=json,202301111800,13010,A,0,130,0.0
Ramgopal Theater: Vijayawada,RMTV,https://in.bookmyshow.com/serv/getData?cmd=GETSHOWINFOJSON&vid=RMTV&ssid=13011&format=json,202301112115,13011,A,0,130,0.0
Ravindra Cinemas: Vijayawada,RCVD,https://in.bookmyshow.com/serv/getData?cmd=GETSHOWINFOJSON&vid=RCVD&ssid=8119&format=json,202301111115,8119,A,3,397,336.0
Ravindra Cinemas: Vijayawada,RCVD,https://in.bookmyshow.com/serv/getData?cmd=GETSHOWINFOJSON&vid=RCVD&ssid=8120&format=json,202301111415,8120,A,1,397,112.0
Ravindra Cinemas: Vijayawada,RCVD,https://in.bookmyshow.com/serv/getData?cmd=GETSHOWINFOJSON&vid=RCVD&ssid=8121&format=json,202301111815,8121,A,0,397,0.0
Ravindra Cinemas: Vijayawada,RCVD,https://in.bookmyshow.com/serv/getData?cmd=GETSHOWINFOJSON&vid=RCVD&ssid=8122&format=json,202301112115,8122,A,10,397,1018.0
Sivakrishna Cinemas A/C 2K DTS: Kondapalli,SIKC,https://in.bookmyshow.com/serv/getData?cmd=GETSHOWINFOJSON&vid=SIKC&ssid=7969&format=json,202301111130,7969,A,15,146,1500.0
Sivakrishna Cinemas A/C 2K DTS: Kondapalli,SIKC,https://in.bookmyshow.com/serv/getData?cmd=GETSHOWINFOJSON&vid=SIKC&ssid=7970&format=json,202301111430,7970,A,10,146,1000.0
Sivakrishna Cinemas A/C 2K DTS: Kondapalli,SIKC,https://in.bookmyshow.com/serv/getData?cmd=GETSHOWINFOJSON&vid=SIKC&ssid=7971&format=json,202301111830,7971,A,10,146,1000.0
Sivakrishna Cinemas A/C 2K DTS: Kondapalli,SIKC,https://in.bookmyshow.com/serv/getData?cmd=GETSHOWINFOJSON&vid=SIKC&ssid=7972&format=json,202301112130,7972,A,10,146,1000.0
Swarna Cinemax: Ibrahimpatnam,SWRN,https://in.bookmyshow.com/serv/getData?cmd=GETSHOWINFOJSON&vid=SWRN&ssid=11405&format=json,202301111100,11405,A,2,228,200.0
Swarna Cinemax: Ibrahimpatnam,SWRN,https://in.bookmyshow.com/serv/getData?cmd=GETSHOWINFOJSON&vid=SWRN&ssid=11406&format=json,202301111430,11406,A,0,228,0.0
Swarna Cinemax: Ibrahimpatnam,SWRN,https://in.bookmyshow.com/serv/getData?cmd=GETSHOWINFOJSON&vid=SWRN&ssid=11407&format=json,202301111800,11407,A,0,228,0.0
Swarna Cinemax: Ibrahimpatnam,SWRN,https://in.bookmyshow.com/serv/getData?cmd=GETSHOWINFOJSON&vid=SWRN&ssid=11408&format=json,202301112100,11408,A,2,228,200.0
Swathi Theater: Bhavanipuram (Newly Renovated),SWTH,https://in.bookmyshow.com/serv/getData?cmd=GETSHOWINFOJSON&vid=SWTH&ssid=607&format=json,202301111130,607,A,5,427,450.0
Swathi Theater: Bhavanipuram (Newly Renovated),SWTH,https://in.bookmyshow.com/serv/getData?cmd=GETSHOWINFOJSON&vid=SWTH&ssid=608&format=json,202301111430,608,A,1,427,110.0
Swathi Theater: Bhavanipuram (Newly Renovated),SWTH,https://in.bookmyshow.com/serv/getData?cmd=GETSHOWINFOJSON&vid=SWTH&ssid=609&format=json,202301111830,609,A,0,427,0.0
Swathi Theater: Bhavanipuram (Newly Renovated),SWTH,https://in.bookmyshow.com/serv/getData?cmd=GETSHOWINFOJSON&vid=SWTH&ssid=610&format=json,202301112130,610,A,11,427,660.0
Cine Prime Screen 1: Guntur,CNPR,https://in.bookmyshow.com/serv/getData?cmd=GETSHOWINFOJSON&vid=CNPR&ssid=10585&format=json,202301111130,10585,A,275,364,36495.0
Cine Prime Screen 1: Guntur,CNPR,https://in.bookmyshow.com/serv/getData?cmd=GETSHOWINFOJSON&vid=CNPR&ssid=10586&format=json,202301111445,10586,A,264,364,34900.0
Cine Prime Screen 1: Guntur,CNPR,https://in.bookmyshow.com/serv/getData?cmd=GETSHOWINFOJSON&vid=CNPR&ssid=10587&format=json,202301111830,10587,A,274,364,36285.0
Cine Prime Screen 1: Guntur,CNPR,https://in.bookmyshow.com/serv/getData?cmd=GETSHOWINFOJSON&vid=CNPR&ssid=10588&format=json,202301112200,10588,A,275,364,36365.0
Cine Square Dolby Atmos A/C: Guntur,CSER,https://in.bookmyshow.com/serv/getData?cmd=GETSHOWINFOJSON&vid=CSER&ssid=2465&format=json,202301111145,2465,A,199,240,28855.0
Cine Square Dolby Atmos A/C: Guntur,CSER,https://in.bookmyshow.com/serv/getData?cmd=GETSHOWINFOJSON&vid=CSER&ssid=2466&format=json,202301111445,2466,A,190,240,27550.0
Cine Square Dolby Atmos A/C: Guntur,CSER,https://in.bookmyshow.com/serv/getData?cmd=GETSHOWINFOJSON&vid=CSER&ssid=2467&format=json,202301111845,2467,A,194,240,28130.0
Cine Square Dolby Atmos A/C: Guntur,CSER,https://in.bookmyshow.com/serv/getData?cmd=GETSHOWINFOJSON&vid=CSER&ssid=2468&format=json,202301112145,2468,A,183,240,26535.0
Harihar Cinemas: Guntur,HHCG,https://in.bookmyshow.com/serv/getData?cmd=GETSHOWINFOJSON&vid=HHCG&ssid=15156&format=json,202301111145,15156,A,18,212,2655.0
Harihar Cinemas: Guntur,HHCG,https://in.bookmyshow.com/serv/getData?cmd=GETSHOWINFOJSON&vid=HHCG&ssid=15157&format=json,202301111445,15157,A,18,212,2591.5
Harihar Cinemas: Guntur,HHCG,https://in.bookmyshow.com/serv/getData?cmd=GETSHOWINFOJSON&vid=HHCG&ssid=15158&format=json,202301111845,15158,A,19,212,2802.5
Harihar Cinemas: Guntur,HHCG,https://in.bookmyshow.com/serv/getData?cmd=GETSHOWINFOJSON&vid=HHCG&ssid=15159&format=json,202301112145,15159,A,21,212,3097.5
"PVR: The Cinema, Guntur",SPCG,https://in.bookmyshow.com/serv/getData?cmd=GETSHOWINFOJSON&vid=SPCG&ssid=14387&format=json,202301110920,14387,A,40,168,7906.0
"PVR: The Cinema, Guntur",SPCG,https://in.bookmyshow.com/serv/getData?cmd=GETSHOWINFOJSON&vid=SPCG&ssid=14382&format=json,202301111020,14382,A,21,159,3717.0
"PVR: The Cinema, Guntur",SPCG,https://in.bookmyshow.com/serv/getData?cmd=GETSHOWINFOJSON&vid=SPCG&ssid=14388&format=json,202301111230,14388,A,25,168,4425.0
"PVR: The Cinema, Guntur",SPCG,https://in.bookmyshow.com/serv/getData?cmd=GETSHOWINFOJSON&vid=SPCG&ssid=14383&format=json,202301111330,14383,A,22,159,4248.0
"PVR: The Cinema, Guntur",SPCG,https://in.bookmyshow.com/serv/getData?cmd=GETSHOWINFOJSON&vid=SPCG&ssid=14389&format=json,202301111540,14389,A,27,168,4779.0
"PVR: The Cinema, Guntur",SPCG,https://in.bookmyshow.com/serv/getData?cmd=GETSHOWINFOJSON&vid=SPCG&ssid=14384&format=json,202301111640,14384,A,26,159,5074.0
"PVR: The Cinema, Guntur",SPCG,https://in.bookmyshow.com/serv/getData?cmd=GETSHOWINFOJSON&vid=SPCG&ssid=14385&format=json,202301111950,14385,A,47,159,9617.0
"PVR: The Cinema, Guntur",SPCG,https://in.bookmyshow.com/serv/getData?cmd=GETSHOWINFOJSON&vid=SPCG&ssid=14386&format=json,202301112300,14386,A,37,159,8083.0
Siva Cinemas Dolby Atmos: Guntur,SCAG,https://in.bookmyshow.com/serv/getData?cmd=GETSHOWINFOJSON&vid=SCAG&ssid=6407&format=json,202301111130,6407,A,44,483,5860.0
Siva Cinemas Dolby Atmos: Guntur,SCAG,https://in.bookmyshow.com/serv/getData?cmd=GETSHOWINFOJSON&vid=SCAG&ssid=6408&format=json,202301111445,6408,A,45,483,6265.0
Siva Cinemas Dolby Atmos: Guntur,SCAG,https://in.bookmyshow.com/serv/getData?cmd=GETSHOWINFOJSON&vid=SCAG&ssid=6409&format=json,202301111830,6409,A,28,483,3800.0
Siva Cinemas Dolby Atmos: Guntur,SCAG,https://in.bookmyshow.com/serv/getData?cmd=GETSHOWINFOJSON&vid=SCAG&ssid=6410&format=json,202301112145,6410,A,38,483,5250.0
Raja Cinemas 4K AC Dolby Atmos: Kadapa,RRTD,https://in.bookmyshow.com/serv/getData?cmd=GETSHOWINFOJSON&vid=RRTD&ssid=350&format=json,202301111130,350,A,63,534,9300.0
Raja Cinemas 4K AC Dolby Atmos: Kadapa,RRTD,https://in.bookmyshow.com/serv/getData?cmd=GETSHOWINFOJSON&vid=RRTD&ssid=351&format=json,202301111430,351,A,26,534,3400.0
Raja Cinemas 4K AC Dolby Atmos: Kadapa,RRTD,https://in.bookmyshow.com/serv/getData?cmd=GETSHOWINFOJSON&vid=RRTD&ssid=352&format=json,202301111830,352,A,21,534,2900.0
Raja Cinemas 4K AC Dolby Atmos: Kadapa,RRTD,https://in.bookmyshow.com/serv/getData?cmd=GETSHOWINFOJSON&vid=RRTD&ssid=353&format=json,202301112145,353,A,28,534,3850.0
Sudha Theater: Kadapa,STKD,https://in.bookmyshow.com/serv/getData?cmd=GETSHOWINFOJSON&vid=STKD&ssid=12748&format=json,202301111130,12748,A,70,202,10500.0
Sudha Theater: Kadapa,STKD,https://in.bookmyshow.com/serv/getData?cmd=GETSHOWINFOJSON&vid=STKD&ssid=12749&format=json,202301111430,12749,A,70,202,10500.0
Sudha Theater: Kadapa,STKD,https://in.bookmyshow.com/serv/getData?cmd=GETSHOWINFOJSON&vid=STKD&ssid=12750&format=json,202301111830,12750,A,70,202,10500.0
Sudha Theater: Kadapa,STKD,https://in.bookmyshow.com/serv/getData?cmd=GETSHOWINFOJSON&vid=STKD&ssid=12751&format=json,202301112130,12751,A,70,202,10500.0
Rain Cinema: Nellore,RACN,https://in.bookmyshow.com/serv/getData?cmd=GETSHOWINFOJSON&vid=RACN&ssid=7338&format=json,202301111150,7338,A,38,314,9500.0
Rain Cinema: Nellore,RACN,https://in.bookmyshow.com/serv/getData?cmd=GETSHOWINFOJSON&vid=RACN&ssid=7339&format=json,202301111510,7339,A,24,314,6000.0
Rain Cinema: Nellore,RACN,https://in.bookmyshow.com/serv/getData?cmd=GETSHOWINFOJSON&vid=RACN&ssid=7340&format=json,202301111850,7340,A,25,314,6250.0
Rain Cinema: Nellore,RACN,https://in.bookmyshow.com/serv/getData?cmd=GETSHOWINFOJSON&vid=RACN&ssid=7341&format=json,202301112210,7341,A,28,314,7000.0
Siri Multiplex: Nellore,JTSM,https://in.bookmyshow.com/serv/getData?cmd=GETSHOWINFOJSON&vid=JTSM&ssid=8877&format=json,202301111200,8877,A,19,367,2240.0
